"Opportunity Name","ID","Opportunity Amount","Currency","Expected Close Date","Sales Stage","Probability (%)","Next Step","Type","Account Name","Description","Amount","Lead Source","campaign_id","Assigned to","Assigned User","Date Created","Date Modified","Created By","Modified By","Deleted","lostreason","Longitude","Address","Geocode Status","Latitude"
"OTT Linearization POC","e8c9c0ef-0646-82f1-85bb-68f201340a49","SE0,00","'-99","11/19/2020","Closed Lost","0","","","Pixlo","","SE0,00","","","borisasadanin","ebbf2708-f9cb-bff7-195e-68ff579f1d95","10/17/2025 08:40","10/27/2025 11:33","1","1","0","","0,00000000","","","0,00000000"
"OTT Market analysis","3be762d4-6789-b64d-569c-68f201ed240c","SE50000,00","'-99","09/12/2024","Closed Won","75","","","NEP","","SE50000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:42","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"OTT Overview","152ee60d-5a06-bd48-841e-68f2015dde22","SE5000,00","'-99","02/23/2023","Closed Won","75","","","NEP","","SE5000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:41","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"OTT workflow development","3de329ae-40f8-0487-7245-68f2011cff4f","SE300000,00","'-99","09/02/2021","Closed Lost","40","","","SoftIron","","SE300000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:41","10/27/2025 11:33","1","1","0","","0,00000000","","","0,00000000"
"OTTera channels improvements","6bf22e09-7428-7945-0d84-68f201e765ce","SE0,00","'-99","08/13/2020","Closed Won","0","","","OTTera","","SE0,00","","","jonasbirme","5548ec37-5d60-9e14-3d62-68ff5722bdc6","10/17/2025 08:40","10/27/2025 11:33","1","1","0","","0,00000000","","","0,00000000"
"OTTera client support","7d620c9b-ea5d-3473-9574-68f201266113","SE0,00","'-99","01/28/2021","Closed Lost","0","","","OTTera","","SE0,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:40","10/27/2025 11:33","1","1","0","","0,00000000","","","0,00000000"
"Overlay framework POC","6be60bd3-d955-d032-1869-68f20176472f","SE0,00","'-99","09/30/2020","Closed Lost","0","","","Red Bee Media","","SE0,00","","","jonasbirme","5548ec37-5d60-9e14-3d62-68ff5722bdc6","10/17/2025 08:40","10/27/2025 11:33","1","1","0","","0,00000000","","","0,00000000"
"Personal Channels","9345380f-37a4-7e91-291e-68f201468ffe","SE100000,00","'-99","02/29/2024","Closed Lost","25","","","Timepass TV","","SE100000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:42","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"Personal talk Intercom","2f23487d-5128-16c3-40e3-692439352d5f","SE900000,00","'-99","01/23/2026","Proposal/Price Quote","75","Send a quotation","New Business","Sveriges Radio","SR are consolidating all production environments in Sweden and are looking into using Open Intercom. Their primary additional need from intercom today is the ability to make a direct calls. They want to evaluate how we can implement that functionality for them, which will also decide if they continue using intercom or not. 

Next step is to sort out a few technical questions and then to send a quotation.","SE900000,00","Existing Customer","","borisasadanin","ebbf2708-f9cb-bff7-195e-68ff579f1d95","11/24/2025 10:52","12/19/2025 08:34","ebbf2708-f9cb-bff7-195e-68ff579f1d95","aa965b03-becb-7821-8519-68ff576136fb","0","No resource available","0,00000000","","","0,00000000"
"Phase 2 development","dda620e9-ceb1-1e71-a0d9-68f2012ae107","SE200000,00","'-99","10/06/2022","Closed Won","75","","","EZDRM","","SE200000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:41","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"PL/dev lead players","ae911ff6-35c9-a570-921a-68f2011f8989","SE1000000,00","'-99","01/26/2023","Closed Lost","25","","","TV4 Media","","SE1000000,00","","","alexanderbjorneheim","88d6d3dc-1e82-5e98-2dea-68ff57fae638","10/17/2025 08:41","11/06/2025 12:12","1","1","0","","0,00000000","","","0,00000000"
"PL/devlead players (iOS, Android, web)","361aa6a2-7901-49aa-978f-68f20119ffe7","SE500000,00","'-99","10/13/2022","Closed Lost","50","","","TV4 Media","","SE500000,00","","","alexanderbjorneheim","88d6d3dc-1e82-5e98-2dea-68ff57fae638","10/17/2025 08:41","11/06/2025 12:12","1","1","0","","0,00000000","","","0,00000000"
"Platform audit","724ca9b7-4e6d-0a8d-9761-68f20193b5a7","SE100000,00","'-99","05/18/2023","Closed Lost","27","","","SRG SSR","","SE100000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:41","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"Platform audit","dc710c96-3f56-2302-5659-68f201c29d9b","SE0,00","'-99","04/16/2020","Closed Lost","0","","","Musing AB","","SE0,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:40","10/27/2025 11:33","1","1","0","","0,00000000","","","0,00000000"
"Platform Audit","e05d7276-70d6-7736-8b20-68f20160f3f4","SE400000,00","'-99","06/15/2023","Closed Won","75","","","True Digital","","SE400000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:41","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"Platform migration plan","83144650-da65-ccbc-9119-68f201666ca6","SE0,00","'-99","03/25/2021","Closed Lost","0","","","Shortly","","SE0,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:41","10/27/2025 11:33","1","1","0","","0,00000000","","","0,00000000"
"Playback developer","15a3d4b0-657a-8823-0ee0-68f20132145c","SE1500000,00","'-99","04/11/2024","Closed Lost","25","","","Sveriges Television","","SE1500000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:42","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"Player Audit","569e078f-da2f-6d23-404e-68f201a1c05b","SE100000,00","'-99","01/10/2025","Closed Lost","10","","","DYN Media","","SE100000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:42","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"Player dev lead","14ab0ca7-b322-fc73-4dd4-68f201fc677f","SE500000,00","'-99","11/23/2023","Closed Lost","25","","","TV4 Media","","SE500000,00","","","borisasadanin","ebbf2708-f9cb-bff7-195e-68ff579f1d95","10/17/2025 08:41","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"Player developer","47bb3dfa-1db6-7233-dab2-68f201322912","SE1000000,00","'-99","04/06/2023","Closed Lost","50","","","ITV","","SE1000000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:41","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"Player Development","534d0a95-e4fb-c46a-87b5-68f2018e4bb0","SE500000,00","'-99","02/28/2024","Closed Lost","25","","","Viaplay","","SE500000,00","","","borisasadanin","ebbf2708-f9cb-bff7-195e-68ff579f1d95","10/17/2025 08:42","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"Player development","b510f1c1-bf01-8519-053d-68f2019dab53","SE1200000,00","'-99","09/14/2023","Closed Lost","60","","","BibelTV","","SE1200000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:41","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"Player onboarding","1eea9cad-c600-ef92-3c7d-68f201fb2a4d","SE100000,00","'-99","10/03/2025","Closed Lost","40","","","Dolby","","SE100000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:42","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"Playout flytt","5a16c423-f095-542e-53ea-68f201bf5591","SE1000000,00","'-99","11/06/2024","Closed Won","85","","","TV4 Media","","SE1000000,00","","","alexanderbjorneheim","88d6d3dc-1e82-5e98-2dea-68ff57fae638","10/17/2025 08:42","11/06/2025 12:13","1","1","0","","0,00000000","","","0,00000000"
"PM CDN","6487b0ad-a41a-41c0-47bf-68f20137b820","SE500000,00","'-99","08/17/2023","Closed Lost","15","","","Spotify","","SE500000,00","","","borisasadanin","ebbf2708-f9cb-bff7-195e-68ff579f1d95","10/17/2025 08:41","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"PO","1c627d58-ca63-7f5b-ad5c-68f201a20608","SE2500000,00","'-99","07/03/2025","Closed Won","95","","","Sveriges Television","","SE2500000,00","","","alexanderbjorneheim","88d6d3dc-1e82-5e98-2dea-68ff57fae638","10/17/2025 08:42","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"POC ott playout","c6821d0e-8ff5-75e2-edd5-68f20106357b","SE300000,00","'-99","04/23/2025","Closed Won","95","","","TV4 Media","","SE300000,00","","","alexanderbjorneheim","88d6d3dc-1e82-5e98-2dea-68ff57fae638","10/17/2025 08:42","11/06/2025 12:13","1","1","0","","0,00000000","","","0,00000000"
"Portal Maintenance","436f0d19-c75a-9182-7f47-68f201cfbb7b","SE0,00","'-99","02/18/2021","Closed Lost","0","","","Nenda","","SE0,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:40","10/27/2025 11:33","1","1","0","","0,00000000","","","0,00000000"
"Prestudy serverless-channel-engine","f15968e6-bfd4-e917-b90b-68f2017f86b0","SE0,00","'-99","08/21/2020","Closed Lost","0","","","TV4 Media","","SE0,00","","","jonasbirme","5548ec37-5d60-9e14-3d62-68ff5722bdc6","10/17/2025 08:40","10/27/2025 11:33","1","1","0","","0,00000000","","","0,00000000"
"Product manager","c666a8e7-960f-bb24-4f57-68f201e57163","SE270000,00","'-99","08/27/2025","Closed Won","75","","","Liber","","SE270000,00","","","borisasadanin","ebbf2708-f9cb-bff7-195e-68ff579f1d95","10/17/2025 08:42","11/06/2025 12:14","1","1","0","","0,00000000","","","0,00000000"
"Product Manager  - Media Transcoding","53abb24a-7989-aebc-87cd-68f201c1a873","SE0,00","'-99","09/01/2020","Closed Lost","0","","","Spotify","","SE0,00","","","alexanderbjorneheim","88d6d3dc-1e82-5e98-2dea-68ff57fae638","10/17/2025 08:40","10/27/2025 11:33","1","1","0","","0,00000000","","","0,00000000"
"Product Manager TV - Content Lead","2af70def-2562-cb86-b874-68f2012364f7","SE0,00","'-99","04/08/2021","Closed Lost","0","","","Telenor","","SE0,00","","","alexanderbjorneheim","88d6d3dc-1e82-5e98-2dea-68ff57fae638","10/17/2025 08:40","10/27/2025 11:33","1","1","0","","0,00000000","","","0,00000000"
"Product Owner","54ed0890-2bdf-0938-d241-68f201c7cb9f","SE300000,00","'-99","10/03/2024","Closed Won","75","","","ITV","","SE300000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:42","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"Product Owner","a55b1ea7-7f14-f6f5-6287-68f2010aa302","SE1200000,00","'-99","07/01/2021","Closed Lost","50","","","Magine","","SE1200000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:41","10/27/2025 11:33","1","1","0","","0,00000000","","","0,00000000"
"Product/Project Manager Hardware Entertainment","5faabbe9-e8a5-7a88-d31a-68f2013d5774","SE500000,00","'-99","03/27/2024","Closed Lost","25","","","Tele2","","SE500000,00","","","alexanderbjorneheim","88d6d3dc-1e82-5e98-2dea-68ff57fae638","10/17/2025 08:42","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"Production UI development","28b9ba6e-7c79-1877-ba53-68f201982473","SE1000000,00","'-99","08/22/2024","Closed Won","50","","","Sveriges Television","","SE1000000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:41","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"Produktägare Ad Delivery Team","7b2f19e8-791b-5bc1-7a91-68f20139ebc8","SE0,00","'-99","05/20/2021","Closed Lost","0","","","Invidi","","SE0,00","","","alexanderbjorneheim","88d6d3dc-1e82-5e98-2dea-68ff57fae638","10/17/2025 08:40","10/27/2025 11:33","1","1","0","","0,00000000","","","0,00000000"
"Produktionsprocess","d0bd0bae-e230-2a6e-f0e6-68f20190ccd3","SE0,00","'-99","10/14/2020","Closed Won","0","","","LO","","SE0,00","","","alexanderbjorneheim","88d6d3dc-1e82-5e98-2dea-68ff57fae638","10/17/2025 08:40","10/27/2025 11:33","1","1","0","","0,00000000","","","0,00000000"
"Project Manager","560b01df-10a0-e4a9-bcf1-68f201afb339","SE500000,00","'-99","08/31/2023","Closed Won","60","","","Nenda","","SE500000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:41","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"Projektledare","2cd7a6ed-253c-016e-4b2f-691351e0d768","SE100000000,00","'-99","11/28/2025","Closed Lost","15","","","Sveriges Radio","","SE100000000,00","","","alexanderbjorneheim","88d6d3dc-1e82-5e98-2dea-68ff57fae638","11/11/2025 15:09","11/28/2025 09:55","1","88d6d3dc-1e82-5e98-2dea-68ff57fae638","0","","0,00000000","","","0,00000000"
"Projektledare","6119d283-adbf-8909-e8fb-68f201620fb7","SE2000000,00","'-99","02/12/2025","Closed Lost","50","","","TV4 Media","","SE2000000,00","","","alexanderbjorneheim","88d6d3dc-1e82-5e98-2dea-68ff57fae638","10/17/2025 08:42","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"Projektledning SF Fysisk distribution","12ca3474-7da2-ef4d-5bf8-68f2017f2804","SE0,00","'-99","02/27/2020","Closed Won","0","","","SF Studios","","SE0,00","","","tomasrapp","42b70baf-9446-3a79-3ffd-68ff571dc39a","10/17/2025 08:41","10/27/2025 11:33","1","1","0","","0,00000000","","","0,00000000"
"Propan App Update","9f56e3ec-cd16-907f-8fee-68f201d65e3a","SE10000,00","'-99","11/22/2024","Closed Won","75","","","Sveriges Television","","SE10000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:42","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"Provisioning DASH Streams + DVB-I","9dc7a8f4-6082-c540-1cbc-68f2018edfbc","SE800000,00","'-99","05/23/2025","Closed Lost","50","","","DVB","","SE800000,00","","","borisasadanin","ebbf2708-f9cb-bff7-195e-68ff579f1d95","10/17/2025 08:42","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"QA automation DAI","747fa1a4-11da-b6a1-c9ea-68f201afd447","SE300000,00","'-99","12/04/2025","Closed Won","75","","","Telenor","","SE300000,00","","","borisasadanin","ebbf2708-f9cb-bff7-195e-68ff579f1d95","10/17/2025 08:42","12/09/2025 09:26","1","1","0","","0,00000000","","","0,00000000"
"QA Players team","c68b508a-3f52-694f-26ce-68f201f932c0","SE0,00","'-99","03/19/2020","Closed Lost","0","","","Red Bee Media","","SE0,00","","","adminalex","1","10/17/2025 08:40","10/27/2025 11:33","1","1","0","","0,00000000","","","0,00000000"
"QA, testautomation, Java","a69e0217-4560-c062-42ad-68f201e62a6f","SE0,00","'-99","06/03/2021","Closed Lost","0","","","GlobalConnect","","SE0,00","","","alexanderbjorneheim","88d6d3dc-1e82-5e98-2dea-68ff57fae638","10/17/2025 08:40","10/27/2025 11:33","1","1","0","","0,00000000","","","0,00000000"
"QC/workflow automation","6914b92f-3581-b484-3d44-68f2019b85d5","SE0,00","'-99","12/03/2020","Closed Lost","0","","","Ammo Content LLC","","SE0,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:40","10/27/2025 11:33","1","1","0","","0,00000000","","","0,00000000"
"Quality Workshop","8cda5221-c7f5-37c3-b389-68f2016ae9f2","SE9900,00","'-99","02/22/2024","Closed Won","34","","","SF Anytime","","SE9900,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:42","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"Rådgivning OTT-platform","cf22f1a1-4192-90bb-d07e-68f20119230b","SE30000,00","'-99","04/28/2022","Closed Lost","30","","","SF Studios","","SE30000,00","","","tomasrapp","42b70baf-9446-3a79-3ffd-68ff571dc39a","10/17/2025 08:41","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"Räkna sänka kostnad AWS","3f0fade8-3f82-a5cb-5bbc-68f201bce873","SE200000,00","'-99","05/02/2024","Closed Lost","25","","","TV4 Media","","SE200000,00","","","alexanderbjorneheim","88d6d3dc-1e82-5e98-2dea-68ff57fae638","10/17/2025 08:42","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"RBM Video Specialist","51c7727d-5c95-6aaa-640d-68f201e7830e","SE50000,00","'-99","08/18/2023","Closed Lost","10","","","Red Bee Media","","SE50000,00","","","tomasrapp","42b70baf-9446-3a79-3ffd-68ff571dc39a","10/17/2025 08:41","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"RCS IP playout","5e995829-a590-3f50-c72e-68f2018bafcb","SE0,00","'-99","10/08/2020","Closed Lost","0","","","Amazon","","SE0,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:40","10/27/2025 11:33","1","1","0","","0,00000000","","","0,00000000"
"RDK UI developer","3d08db89-48fc-adce-569e-68f20112753f","SE500000,00","'-99","04/07/2022","Closed Lost","25","","","Nuuday","","SE500000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:41","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"React Native App, med native spelare","4f3cd024-9ba1-bfb6-1f7c-68f201b32618","SE0,00","'-99","03/05/2021","Closed Won","0","","","Telia","","SE0,00","","","alexanderbjorneheim","88d6d3dc-1e82-5e98-2dea-68ff57fae638","10/17/2025 08:40","10/27/2025 11:33","1","1","0","","0,00000000","","","0,00000000"
"React Native development","31f615f3-55ae-9794-6b09-68f201efe2ef","SE60000,00","'-99","11/24/2022","Closed Lost","75","","","Bitmovin","","SE60000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:41","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"React Native Development (extension)","a93fd1ad-1dd8-2d48-55b4-68f201d17f56","SE100000,00","'-99","11/11/2021","Closed Won","80","","","Royal Opera House","","SE100000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:41","10/27/2025 11:33","1","1","0","","0,00000000","","","0,00000000"
"React Native TV app developer","88a06783-4706-c76b-7ead-68f201e57c1e","SE500000,00","'-99","08/26/2021","Closed Won","75","","","Royal Opera House","","SE500000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:41","10/27/2025 11:33","1","1","0","","0,00000000","","","0,00000000"
"React native utvecklare","7edf0999-4983-05b2-3902-68f2019f19cc","SE500000,00","'-99","11/24/2023","Closed Lost","10","","","Sveriges Television","","SE500000,00","","","alexanderbjorneheim","88d6d3dc-1e82-5e98-2dea-68ff57fae638","10/17/2025 08:41","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"React utvecklare undertexter","c4b91a9a-bf39-2b03-74dc-68f2018330e4","SE500000,00","'-99","01/31/2024","Closed Lost","25","","","Sveriges Television","","SE500000,00","","","alexanderbjorneheim","88d6d3dc-1e82-5e98-2dea-68ff57fae638","10/17/2025 08:42","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"React-native developer","95cc5e71-b10c-5605-a7a8-68f2014f8985","SE500000,00","'-99","01/13/2022","Closed Lost","50","","","Red Bee Media","","SE500000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:41","10/27/2025 11:33","1","1","0","","0,00000000","","","0,00000000"
"Red Bee Media - Operations Change Lead","dc6433d1-3b04-57cc-ae40-68f20122e6d5","SE0,00","'-99","02/27/2020","Closed Won","0","","","Red Bee Media","","SE0,00","","","tomasrapp","42b70baf-9446-3a79-3ffd-68ff571dc39a","10/17/2025 08:41","10/27/2025 11:33","1","1","0","","0,00000000","","","0,00000000"
"Red Bee Media Assessment","c38e960e-f1fe-f62a-b3b9-68f201504efe","SE0,00","'-99","02/11/2021","Closed Won","0","","","Red Bee Media","","SE0,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:40","10/27/2025 11:33","1","1","0","","0,00000000","","","0,00000000"
"Referensspelare","85ac769a-7290-8cd1-fd69-68f201ec403a","SE0,00","'-99","06/11/2020","Closed Lost","0","","","TV4 Media","","SE0,00","","","adminalex","1","10/17/2025 08:41","10/27/2025 11:33","1","1","0","","0,00000000","","","0,00000000"
"Reg.test Test Adserver + Chaos stream proxy","58af868f-7eb2-69ac-07a5-68f201b2e86d","SE100000,00","'-99","11/01/2024","Closed Lost","25","","","Allente","","SE100000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:42","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"Remote Demo Solution","3ef62af8-9f9b-50df-9d71-68f2019d503e","SE100000,00","'-99","02/22/2024","Closed Lost","10","","","Atlas Copco","","SE100000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:42","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"Remote review production","37df0e17-b247-d873-ab56-68f2019ee232","SE0,00","'-99","05/20/2021","Closed Lost","0","","","The Chimney Pot","","SE0,00","","","alexanderbjorneheim","88d6d3dc-1e82-5e98-2dea-68ff57fae638","10/17/2025 08:40","10/27/2025 11:33","1","1","0","","0,00000000","","","0,00000000"
"Remoto Dev Team","e297c37c-ead8-18b7-7c5e-68f201d63501","SE150000,00","'-99","11/22/2023","Closed Lost","10","","","Remoto","","SE150000,00","","","borisasadanin","ebbf2708-f9cb-bff7-195e-68ff579f1d95","10/17/2025 08:41","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"Resurser IRIS","d15fc07e-83bd-937f-dcfc-68f2018d3357","SE1000000,00","'-99","11/01/2024","Closed Won","95","","","TV4 Media","","SE1000000,00","","","jonasbirme","5548ec37-5d60-9e14-3d62-68ff5722bdc6","10/17/2025 08:42","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"Roku and Fire TV development","d194194a-e604-85e3-a961-68f201ec5be8","SE0,00","'-99","05/27/2021","Closed Lost","0","","","StreamSeat.io","","SE0,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:40","10/27/2025 11:33","1","1","0","","0,00000000","","","0,00000000"
"Roku SSAI troubleshooting","16913165-66e8-e305-a177-68f201527622","SE50000,00","'-99","10/19/2023","Closed Lost","50","","","Broadpeak","","SE50000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:41","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"RTMP delay component","6f7d297e-ed0f-6a2b-2141-68f201b18dfb","SE90000,00","'-99","03/09/2023","Closed Lost","75","","","Letsplay.Live","","SE90000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:41","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"RTMP Interoperability","dde65324-75b4-6bfd-1e90-68f2015c65d1","SE120000,00","'-99","08/19/2021","Closed Won","75","","","Spiideo","","SE120000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:41","10/27/2025 11:33","1","1","0","","0,00000000","","","0,00000000"
"RTVE Subtitling","cd58e676-7106-9031-a5ab-68f201222e88","SE1000000,00","'-99","05/18/2023","Closed Won","60","","","Cires21","","SE1000000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:41","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"SAML2 development","beded4ef-29e8-455d-c965-68f201737f14","SE0,00","'-99","03/18/2021","Closed Lost","0","","","Red Bee Media","","SE0,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:40","10/27/2025 11:33","1","1","0","","0,00000000","","","0,00000000"
"Samsung Integration","2c597d22-caa5-1140-2ea1-68f20157c628","SE75000,00","'-99","11/08/2024","Closed Lost","25","","","Staccs","","SE75000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:41","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"Samsung PM Content","4ec38941-ed28-0a7b-73c8-68f201105aa5","SE1000000,00","'-99","02/21/2024","Closed Lost","50","","","App Dev AM","","SE1000000,00","","","borisasadanin","ebbf2708-f9cb-bff7-195e-68ff579f1d95","10/17/2025 08:42","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"Samsung TV App Development","14eb17d8-85fc-5165-5b23-68f201a2c761","SE750000,00","'-99","01/26/2023","Closed Lost","50","","","Staccs","","SE750000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:41","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"Scheduler development","b20f354e-a711-ae51-7861-68f201962b13","SE700000,00","'-99","12/02/2021","Closed Lost","50","","","Johnston Howse","","SE700000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:41","10/27/2025 11:33","1","1","0","","0,00000000","","","0,00000000"
"Scheduler UI Development","11512476-24b5-4dcd-4644-68f201f2ff3d","SE400000,00","'-99","08/11/2022","Closed Lost","50","","","Johnston Howse","","SE400000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:41","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"Screen sharing solution","1ee8ff7c-615c-70a2-72f8-68f2016d16dd","SE200000,00","'-99","03/09/2023","Closed Lost","50","","","ftrack","","SE200000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:41","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"SCTE and ad-marker competence","a597f464-f222-c5fe-c3f1-68f201ff7a1f","SE100000,00","'-99","11/04/2021","Closed Lost","25","","","App Dev AM","","SE100000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:41","10/27/2025 11:33","1","1","0","","0,00000000","","","0,00000000"
"SCTE Converter","b8790d71-1793-5afd-b2e9-68f201047476","SE240000,00","'-99","03/30/2023","Closed Lost","50","","","Broadpeak","","SE240000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:41","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"SDK development","39230378-cd5e-ffa3-1844-68f20197f158","SE120000,00","'-99","12/22/2022","Closed Won","50","","","Broadpeak","","SE120000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:41","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"Sebastians ersättare","eb9295cc-25c2-54d9-76a4-68f20133071d","SE131200,00","'-99","02/14/2024","Closed Won","80","","","TV4 Media","","SE131200,00","","","borisasadanin","ebbf2708-f9cb-bff7-195e-68ff579f1d95","10/17/2025 08:42","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"Self sign up web","9b8b6d0d-e5a4-b634-8be6-68f200ec018a","SE0,00","'-99","03/26/2020","Closed Won","0","","","Red Bee Media","","SE0,00","","","alexanderbjorneheim","88d6d3dc-1e82-5e98-2dea-68ff57fae638","10/17/2025 08:40","10/27/2025 11:33","1","1","0","","0,00000000","","","0,00000000"
